Spoken Text,Formula ID,Latex,Audio Path,Spoken Text Version,Transcribed Text,LLM Predicted Latex,Similarity Score
355 divided by 696 equals zero point nine five eight three.,108,355 \div 696 = 822,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f108.mp3,1,355 divided by 696 equals 0.9583,\frac{355}{696} = 0.9583,1.0
221 divided by 750 equals zero point nine five eight three.,109,221 \div 750 = 113,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f109.mp3,1,221 divided by 750 equals 0.9583,\frac{221}{750} = 0.9583,1.0
391 divided by 74 equals zero point nine five eight three.,110,391 \div 74 = 930,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f110.mp3,1,391 divided by 74 equals 0.9583,\frac{391}{74} = 0.9583,1.0
The sum from i equals one to n of 779 times y sub i.,111,{\sum_{i=1}^{n} 779 \times y_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f111.mp3,1,The sum from i equals 1 to n of 779 times y sub i,\sum_{i=1}^{n} 779 \cdot y_i,
The sum from i equals one to n of 158 times zeta sub i.,112,{\sum_{i=1}^{n} 158 \times \zeta_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f112.mp3,1,The sum from i equals 1 to n of 158 times seta sub i,\sum_{i=1}^{n} 158 \cdot \theta_i,
The sum from i equals one to n of 486 times x sub i.,113,{\sum_{i=1}^{n} 486 \times x_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f113.mp3,1,The sum from i equals 1 to n of 486 times x sub i,\sum_{i=1}^{n} 486 \cdot x_i,
The sum from i equals one to n of 580 times x sub i.,114,{\sum_{i=1}^{n} 580 \times x_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f114.mp3,1,The sum from i equals 1 to n of 580 times x sub i,\sum_{i=1}^{n} 580x_{i},
The sum from i equals one to n of 479 times a sub i.,115,{\sum_{i=1}^{n} 479 \times a_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f115.mp3,1,The sum from i equals 1 to n of 479 times a sub i,\sum_{i=1}^{n} 479 \cdot a_i,
The sum from i equals one to n of 4 times eta sub i.,116,{\sum_{i=1}^{n} 4 \times \eta_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f116.mp3,1,The sum from i equals 1 to n of 4 times 8 is sub i.,\sum_{i=1}^{n} 4 \cdot 8_{i},
The sum from i equals one to n of 778 times epsilon sub i.,117,{\sum_{i=1}^{n} 778 \times \epsilon_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f117.mp3,1,The sum from i equals 1 to n of 778 times ε sub i,\sum_{i=1}^{n} 778 \cdot \varepsilon_i,
The sum from i equals one to n of 41 times z sub i.,118,{\sum_{i=1}^{n} 41 \times z_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f118.mp3,1,The sum from i equals 1 to n of 41 times c sub i.,\[ \sum_{i=1}^{n} 41c_i \],
The sum from i equals one to n of 768 times delta sub i.,119,{\sum_{i=1}^{n} 768 \times \delta_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f119.mp3,1,The sum from i equals 1 to n of 768 times delta sub i,\sum_{i=1}^{n} 768 \cdot \delta_i,
The sum from i equals one to n of 480 times zeta sub i.,120,{\sum_{i=1}^{n} 480 \times \zeta_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f120.mp3,1,The sum from i equals 1 to n of 480 times seta sub i,\sum_{i=1}^{n} 480 \cdot \theta_{i},
The sum from i equals one to n of 543 times c sub i.,121,{\sum_{i=1}^{n} 543 \times c_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f121.mp3,1,The sum from i equals 1 to n of 543 times c sub i.,\sum_{i=1}^{n} 543c_i,
The sum from i equals one to n of 522 times alpha sub i.,122,{\sum_{i=1}^{n} 522 \times \alpha_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f122.mp3,1,The sum from i equals 1 to n of 522 times α sub i,\sum_{i=1}^{n} 522 \alpha_i,
The sum from i equals one to n of 902 times b sub i.,123,{\sum_{i=1}^{n} 902 \times b_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f123.mp3,1,The sum from i equals 1 to n of 902 times b sub i,\sum_{i=1}^{n} 902 \cdot b_i,
The sum from i equals one to n of 904 times delta sub i.,124,{\sum_{i=1}^{n} 904 \times \delta_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f124.mp3,1,The sum from i equals 1 to n of 904 times delta sub i,\sum_{i=1}^{n} 904 \cdot \delta_i,
The sum from i equals one to n of 689 times eta sub i.,125,{\sum_{i=1}^{n} 689 \times \eta_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f125.mp3,1,The sum from i equals 1 to n of 689 times 8 is sub i.,\sum_{i=1}^{n}689 \times 8_{i},
The sum from i equals one to n of 576 times c sub i.,126,{\sum_{i=1}^{n} 576 \times c_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f126.mp3,1,The sum from i equals 1 to n of 576 times c sub i,\[ \sum_{i=1}^{n} 576 \times c_i \],
The sum from i equals one to n of 915 times delta sub i.,127,{\sum_{i=1}^{n} 915 \times \delta_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f127.mp3,1,The sum from i equals 1 to n of 915 times delta sub i,\sum_{i=1}^{n} 915 \times \delta_{i},
The sum from i equals one to n of 97 times a sub i.,128,{\sum_{i=1}^{n} 97 \times a_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f128.mp3,1,The sum from i equals 1 to n of 97 times a sub i.,$$\sum_{i=1}^{n} 97 \cdot a_i$$,
The sum from i equals one to n of 25 times y sub i.,129,{\sum_{i=1}^{n} 394 \times y_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f129.mp3,1,The sum from i equals 1 to n of 25 times y sub i,\sum_{i=1}^{n} 25y_{i},
The sum from i equals one to n of 738 times eta sub i.,130,{\sum_{i=1}^{n} 738 \times \eta_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f130.mp3,1,The sum from i equals 1 to n of 738 times 8 is sub i,\sum_{i=1}^{n} 738 \times 8_{i},
The integral from zeta to eta of omega of x with respect to y.,131,{\int_{{\zeta}}^{{\eta}} \omega(x) d y},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f131.mp3,1,The integral from zeta to eta of omega of x with respect to y,"\int_{\zeta}^{\eta} \omega(x) \, dy",
The integral from zeta to eta of h of c with respect to epsilon.,132,{\int_{{\zeta}}^{{\eta}} h(c) d \epsilon},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f132.mp3,1,The integral from zeta to eta of H of c with respect to ε.,"$\int_{\zeta}^{\eta} H(c) \, d\epsilon$",
The integral from zeta to eta of f of a with respect to y.,133,{\int_{{\zeta}}^{{\eta}} f(a) d y},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f133.mp3,1,The integral from zeta to eta of f of a with respect to y,"\int_{\zeta}^{\eta} f(a) \, dy.",
The integral from zeta to eta of g of zeta with respect to x.,134,{\int_{{\zeta}}^{{\eta}} g(\zeta) d x},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f134.mp3,1,the integral from zeta to eta of g of zeta with respect to x.,"\[ \int_{\zeta}^{\eta} g(\zeta) \, d\zeta \]",
The integral from zeta to eta of g of eta with respect to alpha.,135,{\int_{{\zeta}}^{{\eta}} g(\eta) d \alpha},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f135.mp3,1,The integral from zeta to eta of g of eta with respect to alpha,"$\int_{\zeta}^{\eta} g(\eta) \, d\alpha$",
The integral from zeta to eta of g of z with respect to delta.,136,{\int_{{\zeta}}^{{\eta}} g(z) d \delta},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f136.mp3,1,The integral from zeta to eta of g of z with respect to delta,"\int_{\zeta}^{\eta} g(z) \, dz",
The integral from zeta to eta of phi of zeta with respect to b.,137,{\int_{{\zeta}}^{{\eta}} \phi(\zeta) d b},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f137.mp3,1,The integral from zeta to eta of phi of zeta with respect to b,"\int_{\zeta}^{\eta} \phi(\zeta) \, db",
The integral from zeta to eta of phi of b with respect to alpha.,138,{\int_{{\zeta}}^{{\eta}} \phi(b) d \alpha},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f138.mp3,1,The integral from zeta to eta of phi of b with respect to alpha,"\int_{\zeta}^{\eta} \phi(b) \, d\alpha",
The integral from zeta to eta of g of y with respect to alpha.,139,{\int_{{\zeta}}^{{\eta}} g(y) d \alpha},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f139.mp3,1,The integral from zeta to eta of g of y with respect to alpha,"\int_{\zeta}^{\eta} g(y) \, d\alpha",
The integral from zeta to eta of g of x with respect to beta.,140,{\int_{{\zeta}}^{{\eta}} g(x) d \beta},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f140.mp3,1,The integral from zeta to eta of g of x with respect to beta,"\int_{\zeta}^{\eta} g(x) \, d\beta",
The integral from zeta to eta of g of zeta with respect to z.,141,{\int_{{\zeta}}^{{\eta}} g(\zeta) d z},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f141.mp3,1,The integral from zeta to eta of g of zeta with respect to z,"\int_{\zeta}^{\eta} g(\zeta) \, d\zeta.",
The integral from zeta to eta of h of a with respect to a.,142,{\int_{{\zeta}}^{{\eta}} h(a) d a},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f142.mp3,1,The integral from zeta to eta of h of a with respect to a,"\int_{\zeta}^{\eta} h(a) \, da",
The integral from zeta to eta of f of x with respect to x.,143,{\int_{{\zeta}}^{{\eta}} f(x) d x},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f143.mp3,1,The integral from zeta to eta of f of x with respect to x,"\int_{\zeta}^{\eta} f(x) \, dx",
The integral from zeta to eta of h of delta with respect to y.,144,{\int_{{\zeta}}^{{\eta}} h(\delta) d y},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f144.mp3,1,The integral from zeta to eta of H of delta with respect to y,"\int_{\zeta}^{\eta} H(\delta) \, dy",
The integral from zeta to eta of h of eta with respect to eta.,145,{\int_{{\zeta}}^{{\eta}} h(\eta) d \eta},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f145.mp3,1,The integral from zeta to eta of h of eta with respect to eta,"\int_{\zeta}^{\eta} h(\eta) \, d\eta",
The integral from zeta to eta of h of y with respect to b.,146,{\int_{{\zeta}}^{{\eta}} h(y) d b},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f146.mp3,1,The integral from zeta to eta of h of y with respect to b,"\int_{\zeta}^{\eta} h(y) \, db",
The integral from zeta to eta of f of zeta with respect to x.,147,{\int_{{\zeta}}^{{\eta}} f(\zeta) d x},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f147.mp3,1,The integral from zeta to eta of f of zeta with respect to x,"\int_{\zeta}^{\eta} f(\zeta) \, d\zeta",
The integral from zeta to eta of psi of c with respect to epsilon.,148,{\int_{{\zeta}}^{{\eta}} \psi(c) d \epsilon},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f148.mp3,1,The integral from zeta to eta of psi of c with respect to epsilon,"\int_{\zeta}^{\eta} \psi(c) \, d\epsilon",
The integral from zeta to eta of h of alpha with respect to x.,149,{\int_{{\zeta}}^{{\eta}} h(\alpha) d x},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f149.mp3,1,The integral from zeta to eta of H of alpha with respect to x,"\int_{\zeta}^{\eta} H(\alpha) \, dx",
The integral from zeta to eta of g of y with respect to a.,150,{\int_{{\zeta}}^{{\eta}} g(y) d a},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f150.mp3,1,The integral from zeta to eta of g of y with respect to a,"$\int_{\zeta}^{\eta} g(y) \, dy$",
Z squared plus zeta squared equals c squared.,151,z^2 + \zeta^2 = c^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f151.mp3,1,z2 plus θ2 equals c2.,$z^{2} + \theta^{2} = c^{2}$,
Delta squared plus z squared equals z squared.,152,\delta^2 + z^2 = z^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f152.mp3,1,Δ2±z² == Z² == {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\,\Delta 2 \pm z^2 = Z^2 = Z^2 = Z^2 = Z^2 = Z^2 = Z^2 = Z^2 = Z^2 = Z^2 = Z^2 = Z^2 = Z^2 = Z^2 = Z^2 = Z^2 = Z^2 = Z^2,
Delta squared plus eta squared equals y squared.,153,\delta^2 + \eta^2 = y^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f153.mp3,1,Δ2 plus η2 equals y2.,\Delta^{2} + \eta^{2} = y^{2},
X squared plus Z squared equals A squared.,154,x^2 + z^2 = a^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f154.mp3,1,x2 plus c2 equals a squared,$x^2 + c^2 = a^2$,
Zeta squared plus a squared equals x squared.,155,\zeta^2 + a^2 = x^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f155.mp3,1,zeta squared plus a squared equals x squared,\zeta^2 + a^2 = x^2,
C squared plus zeta squared equals a squared.,156,c^2 + \zeta^2 = a^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f156.mp3,1,c2 plus theta squared equals a squared.,$C^2 + \theta^2 = a^2$,
Alpha squared plus alpha squared equals alpha squared.,157,\alpha^2 + \alpha^2 = \alpha^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f157.mp3,1,α2 ± α2 ± α2,\alpha^2 \pm \alpha^2 \pm \alpha^2,
A squared plus alpha squared equals alpha squared.,158,a^2 + \alpha^2 = \alpha^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f158.mp3,1,A2 plus α2 equals α2.,$A^2 + \alpha^2 = \alpha^2$,
Alpha squared plus b squared equals gamma squared.,159,\alpha^2 + b^2 = \gamma^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f159.mp3,1,α2 plus b2 equals γ2.,\alpha^2 + \beta^2 = \gamma^2.,
Zeta squared plus a squared equals a squared.,160,\zeta^2 + a^2 = a^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f160.mp3,1,zeta squared plus a squared equals a squared,\zeta^2 + a^2 = a^2,
Y squared plus epsilon squared equals delta squared.,161,y^2 + \epsilon^2 = \delta^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f161.mp3,1,y² plus ε² equals δ²,\[y^2 + \epsilon^2 = \delta^2\],
A squared plus Y squared equals delta squared.,162,a^2 + y^2 = \delta^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f162.mp3,1,A squared plus y squared equals delta squared,a^2 + y^2 = \delta^2,
Eta squared plus alpha squared equals gamma squared.,163,\eta^2 + \alpha^2 = \gamma^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f163.mp3,1,8a² ± α² == γ²,8a^2 \pm \alpha^2 = \gamma^2,
B squared plus delta squared equals beta squared.,164,b^2 + \delta^2 = \beta^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f164.mp3,1,V2 · Δ2 · β2,$V_2 \cdot \Delta_2 \cdot \beta_2$,
Delta squared plus delta squared equals beta squared.,165,\delta^2 + \delta^2 = \beta^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f165.mp3,1,Δ2 plus Δ2 equals β2.,\Delta^2 + \Delta^2 = \beta^2.,
The square of y plus the square of z equals the square of y.,166,y^2 + z^2 = y^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f166.mp3,1,y2 plus c2 equals y2,$y^2 + c^2 = y^2$,
Eta squared plus z squared equals z squared.,167,\eta^2 + z^2 = z^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f167.mp3,1,8a² plus c² equals c²,8a^2 + c^2 = c^2,
Delta squared plus c squared equals epsilon squared.,168,\delta^2 + c^2 = \epsilon^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f168.mp3,1,Δ2C2 == ε2,\Delta 2C2 = \epsilon 2,
Zeta squared plus delta squared equals y squared.,169,\zeta^2 + \delta^2 = y^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f169.mp3,1,zeta squared plus delta squared equals y squared,\zeta^2 + \delta^2 = y^2,
Z squared plus beta squared equals c squared.,170,z^2 + \beta^2 = c^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f170.mp3,1,z2 plus β2 equals c2.,$$ z^2 + \beta^2 = c^2 $$,
"E to the power of x pi, plus 63, equals zero.",171,e^{x\pi} + 63 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f171.mp3,1,"e to the power of xπ, plus 63, equals 0",e^{x\pi} + 63 = 0,
"E to the power of alpha pi, plus 984, equals zero.",172,e^{\alpha\pi} + 984 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f172.mp3,1,"e to the power of απ, plus 984, equals 0",e^{\alpha \pi} + 984 = 0,
