Spoken Text,Formula ID,Latex,Audio Path,Spoken Text Version,Transcribed Text
The sum from i equals one to n of 915 times delta sub i.,127,{\sum_{i=1}^{n} 915 \times \delta_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f127.mp3,1,The sum from i equals 1 to n of 915 times delta sub i
The sum from i equals one to n of 97 times a sub i.,128,{\sum_{i=1}^{n} 97 \times a_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f128.mp3,1,The sum from i equals 1 to n of 97 times a sub i.
The sum from i equals one to n of 25 times y sub i.,129,{\sum_{i=1}^{n} 394 \times y_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f129.mp3,1,The sum from i equals 1 to n of 25 times y sub i
The sum from i equals one to n of 738 times eta sub i.,130,{\sum_{i=1}^{n} 738 \times \eta_i},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f130.mp3,1,The sum from i equals 1 to n of 738 times 8 is sub i
The integral from zeta to eta of omega of x with respect to y.,131,{\int_{{\zeta}}^{{\eta}} \omega(x) d y},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f131.mp3,1,The integral from zeta to eta of omega of x with respect to y
The integral from zeta to eta of h of c with respect to epsilon.,132,{\int_{{\zeta}}^{{\eta}} h(c) d \epsilon},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f132.mp3,1,The integral from zeta to eta of H of c with respect to ε.
The integral from zeta to eta of f of a with respect to y.,133,{\int_{{\zeta}}^{{\eta}} f(a) d y},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f133.mp3,1,The integral from zeta to eta of f of a with respect to y
The integral from zeta to eta of g of zeta with respect to x.,134,{\int_{{\zeta}}^{{\eta}} g(\zeta) d x},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f134.mp3,1,the integral from zeta to eta of g of zeta with respect to x.
The integral from zeta to eta of g of eta with respect to alpha.,135,{\int_{{\zeta}}^{{\eta}} g(\eta) d \alpha},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f135.mp3,1,The integral from zeta to eta of g of eta with respect to alpha
The integral from zeta to eta of g of z with respect to delta.,136,{\int_{{\zeta}}^{{\eta}} g(z) d \delta},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f136.mp3,1,The integral from zeta to eta of g of z with respect to delta
The integral from zeta to eta of phi of zeta with respect to b.,137,{\int_{{\zeta}}^{{\eta}} \phi(\zeta) d b},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f137.mp3,1,The integral from zeta to eta of phi of zeta with respect to b
The integral from zeta to eta of phi of b with respect to alpha.,138,{\int_{{\zeta}}^{{\eta}} \phi(b) d \alpha},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f138.mp3,1,The integral from zeta to eta of phi of b with respect to alpha
The integral from zeta to eta of g of y with respect to alpha.,139,{\int_{{\zeta}}^{{\eta}} g(y) d \alpha},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f139.mp3,1,The integral from zeta to eta of g of y with respect to alpha
The integral from zeta to eta of g of x with respect to beta.,140,{\int_{{\zeta}}^{{\eta}} g(x) d \beta},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f140.mp3,1,The integral from zeta to eta of g of x with respect to beta
The integral from zeta to eta of g of zeta with respect to z.,141,{\int_{{\zeta}}^{{\eta}} g(\zeta) d z},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f141.mp3,1,The integral from zeta to eta of g of zeta with respect to z
The integral from zeta to eta of h of a with respect to a.,142,{\int_{{\zeta}}^{{\eta}} h(a) d a},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f142.mp3,1,The integral from zeta to eta of h of a with respect to a
The integral from zeta to eta of f of x with respect to x.,143,{\int_{{\zeta}}^{{\eta}} f(x) d x},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f143.mp3,1,The integral from zeta to eta of f of x with respect to x
The integral from zeta to eta of h of delta with respect to y.,144,{\int_{{\zeta}}^{{\eta}} h(\delta) d y},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f144.mp3,1,The integral from zeta to eta of H of delta with respect to y
The integral from zeta to eta of h of eta with respect to eta.,145,{\int_{{\zeta}}^{{\eta}} h(\eta) d \eta},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f145.mp3,1,The integral from zeta to eta of h of eta with respect to eta
The integral from zeta to eta of h of y with respect to b.,146,{\int_{{\zeta}}^{{\eta}} h(y) d b},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f146.mp3,1,The integral from zeta to eta of h of y with respect to b
The integral from zeta to eta of f of zeta with respect to x.,147,{\int_{{\zeta}}^{{\eta}} f(\zeta) d x},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f147.mp3,1,The integral from zeta to eta of f of zeta with respect to x
The integral from zeta to eta of psi of c with respect to epsilon.,148,{\int_{{\zeta}}^{{\eta}} \psi(c) d \epsilon},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f148.mp3,1,The integral from zeta to eta of psi of c with respect to epsilon
The integral from zeta to eta of h of alpha with respect to x.,149,{\int_{{\zeta}}^{{\eta}} h(\alpha) d x},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f149.mp3,1,The integral from zeta to eta of H of alpha with respect to x
The integral from zeta to eta of g of y with respect to a.,150,{\int_{{\zeta}}^{{\eta}} g(y) d a},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f150.mp3,1,The integral from zeta to eta of g of y with respect to a
Z squared plus zeta squared equals c squared.,151,z^2 + \zeta^2 = c^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f151.mp3,1,z2 plus θ2 equals c2.
Delta squared plus z squared equals z squared.,152,\delta^2 + z^2 = z^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f152.mp3,1,Δ2±z² == Z² == {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\frac {\displaystyle Z² is the same as the Z².{\
Delta squared plus eta squared equals y squared.,153,\delta^2 + \eta^2 = y^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f153.mp3,1,Δ2 plus η2 equals y2.
X squared plus Z squared equals A squared.,154,x^2 + z^2 = a^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f154.mp3,1,x2 plus c2 equals a squared
Zeta squared plus a squared equals x squared.,155,\zeta^2 + a^2 = x^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f155.mp3,1,zeta squared plus a squared equals x squared
C squared plus zeta squared equals a squared.,156,c^2 + \zeta^2 = a^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f156.mp3,1,c2 plus theta squared equals a squared.
Alpha squared plus alpha squared equals alpha squared.,157,\alpha^2 + \alpha^2 = \alpha^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f157.mp3,1,α2 ± α2 ± α2
A squared plus alpha squared equals alpha squared.,158,a^2 + \alpha^2 = \alpha^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f158.mp3,1,A2 plus α2 equals α2.
Alpha squared plus b squared equals gamma squared.,159,\alpha^2 + b^2 = \gamma^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f159.mp3,1,α2 plus b2 equals γ2.
Zeta squared plus a squared equals a squared.,160,\zeta^2 + a^2 = a^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f160.mp3,1,zeta squared plus a squared equals a squared
Y squared plus epsilon squared equals delta squared.,161,y^2 + \epsilon^2 = \delta^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f161.mp3,1,y² plus ε² equals δ²
A squared plus Y squared equals delta squared.,162,a^2 + y^2 = \delta^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f162.mp3,1,A squared plus y squared equals delta squared
Eta squared plus alpha squared equals gamma squared.,163,\eta^2 + \alpha^2 = \gamma^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f163.mp3,1,8a² ± α² == γ²
B squared plus delta squared equals beta squared.,164,b^2 + \delta^2 = \beta^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f164.mp3,1,V2 · Δ2 · β2
Delta squared plus delta squared equals beta squared.,165,\delta^2 + \delta^2 = \beta^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f165.mp3,1,Δ2 plus Δ2 equals β2.
The square of y plus the square of z equals the square of y.,166,y^2 + z^2 = y^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f166.mp3,1,y2 plus c2 equals y2
Eta squared plus z squared equals z squared.,167,\eta^2 + z^2 = z^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f167.mp3,1,8a² plus c² equals c²
Delta squared plus c squared equals epsilon squared.,168,\delta^2 + c^2 = \epsilon^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f168.mp3,1,Δ2C2 == ε2
Zeta squared plus delta squared equals y squared.,169,\zeta^2 + \delta^2 = y^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f169.mp3,1,zeta squared plus delta squared equals y squared
Z squared plus beta squared equals c squared.,170,z^2 + \beta^2 = c^2,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f170.mp3,1,z2 plus β2 equals c2.
"E to the power of x pi, plus 63, equals zero.",171,e^{x\pi} + 63 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f171.mp3,1,"e to the power of xπ, plus 63, equals 0"
"E to the power of alpha pi, plus 984, equals zero.",172,e^{\alpha\pi} + 984 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f172.mp3,1,"e to the power of απ, plus 984, equals 0"
"E to the power of zeta pi, plus 290, equals zero.",173,e^{\zeta\pi} + 290 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f173.mp3,1,"e to the power of zeta π, plus 290, equals 0"
"E to the power of c pi, plus 292, equals zero.",174,e^{c\pi} + 292 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f174.mp3,1,"e to the power of cπ, plus 292, equals 0"
"E to the power of a pi, plus 681, equals zero.",175,e^{a\pi} + 681 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f175.mp3,1,"e to the power of a π, plus 681, equals 0"
"E to the power of epsilon pi, plus 333, equals zero.",176,e^{\epsilon\pi} + 333 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f176.mp3,1,"e to the power of επ, plus 333, equals 0"
"E to the power of y pi, plus 151, equals zero.",177,e^{y\pi} + 151 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f177.mp3,1,"e to the power of yπ, plus 151, equals 0"
"E to the power of a pi, plus 596, equals zero.",178,e^{a\pi} + 596 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f178.mp3,1,"e to the power of a π, plus 596, equals 0"
"E to the power of x pi, plus 143, equals zero.",179,e^{x\pi} + 143 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f179.mp3,1,"e to the power of xπ, plus 143, equals 0"
"E to the power of z pi, plus 575, equals zero.",180,e^{z\pi} + 575 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f180.mp3,1,"e to the power of zπ, plus 575, equals 0"
"E to the power of alpha pi, plus 396, equals zero.",181,e^{\alpha\pi} + 396 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f181.mp3,1,"e to the power of απ, plus 396, equals 0"
"E to the power of epsilon pi, plus 475, equals zero.",182,e^{\epsilon\pi} + 475 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f182.mp3,1,"e to the power of επ, plus 475, equals 0"
"E to the power of epsilon pi, plus 674, equals zero.",183,e^{\epsilon\pi} + 674 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f183.mp3,1,"e to the power of επ, plus 674, equals zero"
"E to the power of b pi, plus 126, equals zero.",184,e^{b\pi} + 1690 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f184.mp3,1,"e to the power of bπ, plus 126, equals 0"
"E to the power of eta pi, plus 380, equals zero.",185,e^{\eta\pi} + 380 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f185.mp3,1,"e to the power of ηπ, plus 380, equals 0"
"E to the power of alpha pi, plus 65, equals zero.",186,e^{\alpha\pi} + 65 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f186.mp3,1,"e to the power of απ, plus 65, equals 0"
"E to the power of delta pi, plus 634, equals zero.",187,e^{\delta\pi} + 634 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f187.mp3,1,"e to the power of Δπ, plus 634, equals 0"
"E to the power of x pi, plus 822, equals zero.",188,e^{x\pi} + 822 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f188.mp3,1,"e to the power of xπ, plus 822, equals 0"
"E to the power of a pi, plus 577, equals zero.",189,e^{a\pi} + 577 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f189.mp3,1,"e to the power of a π, plus 577, equals 0"
"E to the power of c pi, plus 815, equals zero.",190,e^{c\pi} + 815 = 0,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f190.mp3,1,"e to the power of cπ, plus 815, equals 0"
The derivative of f with respect to eta equals f prime of a.,191,\frac{d}{d \eta} f(\eta) = f'(a),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f191.mp3,1,The derivative of f of a to with respect to a to equals f prime of x
The derivative of g of z with respect to a equals G prime of a.,192,\frac{d}{d a} g(z) = G'(a),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f192.mp3,1,The derivative of g of z with respect to a equals g prime of z
The derivative of f of y with respect to y equals f prime of a.,193,\frac{d}{d y} f(y) = f'(a),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f193.mp3,1,The derivative of f of y with respect to y equals f' of A
The derivative of g of z with respect to a equals G prime of a.,194,\frac{d}{d a} g(z) = G'(a),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f194.mp3,1,The derivative of g of z with respect to a equals g prime of c
The derivative of omega with respect to zeta equals omega prime of a.,195,\frac{d}{d \zeta} \omega(\zeta) =\omega'(a),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f195.mp3,1,The derivative of ω of zeta with respect to zeta equals ω' of z
The derivative of h of a with respect to y equals h prime of a.,196,\frac{d}{d y} h(a) = h'(a),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v1_f196.mp3,1,The derivative of H of a with respect to y equals H prime of z
